June,July,August,September,October,November,December,January,February,March,April,May
44.54261094055638,45.59744721986521,88.29580711327526,76.94371908111255,44.15117817539975,51.823353553427225,17.07744578665979,15.86197449430044,16.273707338403145,13.813941239074127,15.059070154052858,34.6567520195663
42.23317213651849,87.6867240862725,77.84782613816195,89.29828276186467,39.26919687770073,23.845143582768465,16.373636347048947,20.627508766489527,8.57194713566897,16.644873996833077,16.885824827313993,22.635908962587386
53.7839113750102,74.33074353133337,114.46335812551413,68.50006884625269,67.44253828976339,23.030035118975952,12.229462330605001,18.004014861276072,18.41848342404637,13.256201830344667,11.37641521939836,40.234166064862364
82.629538191959,113.65019726278356,101.49071522846903,98.71410961753737,48.18939997137694,49.6753815074594,30.933447175222057,14.997274165708832,12.81406375271455,13.724826099539,15.813704356733428,26.202775044813112
48.931003991752576,82.45332446476604,129.9428186001761,67.59297830946767,58.8537818364963,24.261115139317514,23.856378954217504,13.066787875391048,11.352238566284152,10.351611489873097,9.899225710199726,22.10044053391027
48.31831942764488,58.57893651009135,84.3446690403955,62.951611794137094,94.11407042799924,35.71498613367075,24.746915995182736,12.80661719638003,12.075332580826526,14.820799110117433,16.18773765128395,18.82257023911216
45.37405469812446,82.33923234249968,139.50903590477313,64.62699799612936,57.962319167313524,41.099878665859684,29.561583027748625,14.085556572706357,13.258217050365603,16.334251568053592,16.73716858360205,18.790609140683195
31.635683157474496,60.43421485495618,83.04540616533922,42.334560666352026,52.073080440787386,47.28160148913529,25.84648295245786,13.881876627422955,12.398789925016807,18.411103890048317,12.24880000558628,25.688587422358584
55.19887550700057,61.10184813711311,131.94367132707725,84.40047263200074,65.69579825302803,39.68319262656131,23.613108903330403,14.866056300737549,16.893222684311688,15.24982609798388,20.435241854607018,28.637043965325574
51.87407582650979,60.706371097170084,102.16541853312663,56.3720064714033,68.23991328752416,27.30092486917922,21.042838002725077,17.65119759817132,10.964541367743715,16.274963335035817,19.39091855900155,16.557387169880744
31.10755934142327,62.90720420560874,142.0385557094773,98.63652296285758,59.15865598631069,31.79044324595473,23.068419723351866,17.790700835369137,13.297619175646373,11.49433870012221,18.701918325175967,27.01177650977765
44.66102494860675,60.594708790374014,77.69398098543303,60.866411834117926,40.43846648706613,33.03002133278775,22.008963536124135,19.46774043572826,14.150052385483566,12.503803628684928,14.421056981947146,32.7498626393905
66.14809089900433,102.1932452968766,139.96340366977392,103.54785066847481,59.60107466390468,38.340377137909115,24.243821237923054,17.582964820592593,14.047473616806828,10.086823260350359,21.130540530869244,18.644955140560345
26.676758238217452,77.31809024050114,80.87201441944413,50.20372640693522,65.68162626084133,34.61770551829379,31.204572047207645,13.492009638311684,13.19412567019394,11.082919047503081,19.283690656052176,16.492164950914994
54.988312533647054,72.92409153551623,118.6421130260115,89.32670240087818,58.014255768079636,24.86958498985369,17.49374990508345,14.51584513365956,17.79560546895288,11.256283566434831,21.428572535368556,18.396471625463416
39.599063056962784,129.50818840670718,83.17221911357372,45.06152802667006,75.63453942172525,40.21629994708059,26.205470951649684,13.612121966599465,13.379989653246392,14.0692436636567,14.813516542851762,20.307050849976488
27.82039555903168,71.6672179962197,90.64930695689338,102.94003787435942,48.65082805125597,26.18929994562399,23.630421938565046,11.247863442596525,10.561979602768997,12.691742640151821,19.245949726984534,20.071995167547623
33.03996367207146,42.21455911072273,102.7746497728323,104.18708232113497,64.1544610939756,62.01041115936264,22.81211675769709,14.697088028962613,13.780102638221727,13.848154707270421,22.79090679960672,28.051212754694852
30.887523687275397,101.12872835297208,73.77944559173623,107.75727967241204,33.64851685541589,29.752383034279646,17.30180092418115,18.18474219529664,17.265087874275977,14.048910784678917,15.139595439504317,30.884939340839082
48.44450411514492,87.5881405607822,73.94090170084924,104.67273571155472,61.04589612489961,32.385508173140906,28.27423293901058,17.68213836006541,16.181551388817603,12.28299435294503,19.473698300677608,42.76051242874925
28.66516595042771,104.12590931902982,69.6899276306527,74.86307185658873,38.4958825685016,29.808932414046858,17.78433214979822,13.418853136775477,16.040694887293828,14.681172210434777,11.681057137639485,19.192724037905048
45.80555390483817,104.19483460423122,81.55976014476528,51.48571048470267,80.68939467757593,33.42894933886595,16.24563453919765,16.338592795607056,10.42516008884479,18.715462622611945,13.598344775202108,24.21371896240233
58.17598657281332,67.75037108340908,87.72086559205128,55.44288229074287,58.179770944565085,28.404888210769254,17.058183058906444,14.552837386305034,12.261438270152228,13.355886268684996,11.727249280192856,26.286196197983937
44.36889190252614,79.99702136550428,52.015590340136306,54.280052236919516,64.94323335313659,24.179028564366853,18.82215919810835,16.52560193583247,10.992533094431813,14.666023539376834,20.213994731760533,19.270961461811442
15.955913631891512,64.56109279476267,159.07920291396408,72.82206856644143,98.06624683791514,27.16885076415578,23.491496630015067,19.434318390830555,13.129706959765139,14.608912678426766,11.36015061680057,32.36793837064557
56.19120421870888,78.68193976278765,46.2040385237708,121.67728572421908,81.94955009133818,27.30944031501396,16.671220904994737,12.760993685734524,14.347634469704792,14.456313306570948,15.003389531769,36.19284142183119
56.142808590769576,84.67552401626114,106.13839221226272,118.97911021476915,60.00966510586558,56.694080139250296,24.105013933442727,18.28343942861791,11.632693455905919,13.308488092008972,16.11004852280829,16.55756274000488
57.660590632813346,73.92538626653504,130.074624846524,63.733032502568136,49.53990374682138,38.46385580722723,24.49977824087523,15.087096378641286,15.129871502556178,13.655861478291959,18.216665988155054,38.82932743684384
26.47883491783164,111.38853479803682,100.23965579173897,120.98272337259496,53.442723149453805,47.132664323157506,21.136205368396105,26.09978884492544,11.871393504446171,14.090860746841681,20.83425372777746,33.77189558487833
51.34746180197344,86.39716098005609,81.76383794193495,44.118257253347714,40.29949145864068,22.882596763789596,23.261636662075333,17.637149052962048,24.60893615236648,15.540626141153824,16.379283869212408,21.13239002881863
43.21701674795677,73.79565406833768,63.41391229795568,105.33250572388077,62.40022428888765,21.324241047331967,20.888480509647852,17.243054188931914,15.053405564850713,16.6307993101662,13.017680304169097,12.268733146321727
31.06254775352594,88.6498504442626,72.77381843686133,91.23709495975352,69.2858183888227,56.74687341775593,16.315716623902137,23.87283011044847,12.314452200163117,15.065151720654546,20.94024486809107,28.85057688481072
50.86232874317154,86.0569898202101,66.62306582817084,74.32373113844446,81.42319644978598,30.513331184898558,25.105934647986857,14.644058836889185,11.593948769915404,18.757697104363455,14.160552280804994,27.83183053373315
26.812276627544033,82.62142799016011,83.74771200937174,55.83640397875694,70.14901061230061,44.24511323601028,18.306570342035393,15.623679775428677,16.148056773453003,23.10202286192339,11.93994177509179,21.378501874142998
44.65124143980163,116.0397981343924,30.624016816906202,41.01101962081282,53.91564606078615,44.42341694125298,18.220442300822878,18.6658512710968,10.85044313122997,15.139886375664796,16.268949307813447,28.81727786825034
27.250109725467784,141.15986213384417,69.98747300339814,61.834609220679994,62.823058643543696,41.81716480865102,25.34061727837076,11.696960316822038,13.22313973576872,11.009060565946848,14.720793207771129,26.730846437397794
35.092629189830824,50.64024482043361,75.08156759272342,75.43479059209737,49.68176660652721,23.87388776436883,21.3514556648706,17.17921552282472,17.0358206290495,8.220737434104445,17.597626592578003,37.477514083213215
32.00787104751967,83.24546808651525,53.04573534168072,86.23064728393993,42.813692059646584,27.88244874514637,13.373149765437228,13.761903742087222,11.397707267272452,14.151217423453543,14.116732012436492,26.19515766641545
47.0907252665167,69.89360388686487,89.47021750941481,105.09314322604453,58.24277640938806,22.125780347303685,26.07224537074494,15.153762992923786,18.441860269990297,11.346677633246173,18.75084002766239,18.24253721854182
62.155241823159194,91.62775375971661,83.98126810239091,68.6218636875087,62.473084305281155,29.06547602557329,20.3871799950891,16.53624636717921,9.083529069009698,17.593265134405318,13.364028686338456,25.87451219367014
31.971778010887952,95.37795001713424,115.65415451867489,57.83058289972279,75.08526997187275,27.421441843287276,23.10067676010281,20.286154829595482,12.33251577418261,11.056701369252462,14.098177827503832,16.557200430548836
32.389903773552675,131.20411154497774,100.41269028690887,52.48273977590212,59.6910981948071,52.11520177164381,17.524474090469184,15.514170215963535,13.434616243058146,12.314951394397353,14.522966252779812,29.143754823766937
35.87235877273012,77.43175545287052,70.54416885123452,48.43964631115323,39.53792413523015,45.92204468177695,31.474992161011738,16.271240130257098,14.845926218587175,14.814272279848641,17.88532588150249,32.061821390834126
54.4245938487882,89.348143701329,127.43521770877662,87.86570223476657,40.330396823000534,39.48073641878524,16.87245079909743,13.152692187805014,18.1662144820732,15.463235635233803,12.989512920448309,19.22558045929485
22.46802051477984,65.30046767388899,68.2015485301096,72.72699483019832,62.555282361430756,45.81926871669755,26.195882230428108,15.62828686665821,11.708657721628759,14.286444998725734,18.898900726009412,23.0981404708141
47.33706612957645,101.02080415116558,122.24648858515636,70.2825684554791,74.00627332322158,40.21109657517942,14.982850299981964,13.997669796551552,13.506580682555297,17.3818593261904,14.88438549409959,21.002847881407646
33.30209698198141,57.62377622846182,159.41100719347068,114.7533390352186,83.78023532720678,24.859831037235466,22.351918521362247,17.730637242501462,8.176214188830023,15.095756443967982,14.982681673382816,29.387609488680095
78.65086557009401,57.83907630182409,94.56550881036907,55.71843780383561,81.38602968784522,18.59955524009982,16.82264743833846,14.318974677150088,14.737990710148312,16.72598401730479,17.797345535445526,33.01208906265966
45.31455903387314,110.44252881565605,64.73113093649698,101.84469426017682,54.589000409039,46.45634121994956,15.684708965003683,12.89927135429871,11.732437837335944,14.011230286300327,21.91960319750452,18.943285484823967
45.083391774851776,80.8892868573273,76.73772897917549,76.65126391921224,51.27619345138528,36.66265139487032,21.9364212432217,18.016950073676966,17.51810189642094,11.913304413444887,15.069593692733488,19.444334657558773
32.29652993984502,100.68992753560931,62.744578546562146,84.32880990832439,38.52854545614435,24.990905353396183,23.066288472976588,20.945363570076022,12.722242014124705,12.652504999450397,16.012903374788376,14.43664451152499
35.69993467355587,57.488858069388655,66.9262604621994,43.310339395524736,46.17438997506351,36.76359500393327,27.72881670768486,17.29561521138277,13.740372412211732,11.186495935713932,19.168523727049156,29.018822896333603
58.472765747432824,77.08154916715284,145.91059306087584,84.12502117124154,81.73409169804043,31.3366196115361,22.713360791310937,14.601724256932583,13.692188353868293,15.336807425469829,14.679943171026796,21.01936945660542
55.802255638716446,66.43260911652949,63.203314523423856,81.64803458580413,54.18595205407043,25.07602255107424,23.768659832015874,18.983100118582705,18.92695608377836,16.951219823333773,19.606309580595674,17.560082195951793
39.36777613546439,113.81937005456498,82.59834812484694,99.34535069191294,51.07273643260698,30.36769053470796,23.073007018779645,19.779467981326075,16.515533889035154,12.647776282791414,15.094591038187255,18.423922473242545
57.91621650548354,99.67244717817871,139.28497156324042,58.74815374124433,85.43637261255836,41.477433856320836,15.713171161300686,11.2734016384366,14.225297616707781,13.857248015613838,19.515853150952715,14.715249314870526
43.78505192455698,76.02144000450403,79.02849169500136,57.10318667382687,54.75488644369024,43.99856649935883,18.72224404368332,16.75246868820992,18.59794252870565,18.2426638388988,9.768178339002151,21.314815292385656
47.7221229214046,89.16582712227653,44.87800820927461,64.95019373001587,41.68024292876671,35.96912760835535,22.75068375762698,14.161984395191999,20.578916811730053,13.048114198113035,16.957486939467834,25.89630574293904
37.22705151617324,71.808537466503,79.21620695676314,61.88541051765603,42.74427189852576,28.72572111143601,29.448757971857834,16.199677336462987,12.052966534644371,13.73449277302929,17.39286264867053,11.650361053110244
44.82126191545108,73.15751975456607,61.80360101773607,111.2170893777655,29.484340517320994,40.22687468669868,20.090277114827828,13.28773802663085,9.27553149090744,13.126878578907792,14.16234906672956,31.82178808845661
56.62104493311222,113.7450333039366,85.26110207164811,67.98767780190846,40.862284276776066,29.355968473965635,24.149085620450446,17.443347547238496,11.491000216706443,17.151469898662707,14.143138879693106,29.801679310134446
52.554533864669374,60.026369947686575,84.1821908500137,100.62880105755747,45.056319965343945,23.848279755326644,13.131148849430755,18.90996164219894,13.932050085634406,11.197838955545885,12.92719113011797,34.3161477516727
49.864830263080435,83.04748024094992,53.44608653977942,59.63007059580022,45.617328640749975,43.45817464199638,30.453444283884206,19.784309261693465,12.339598452788893,13.913945678639775,15.882191101134579,29.81844124130611
51.85297516280754,75.18764799684006,142.61254057855047,41.99857452959872,50.65235741248623,37.643801751580995,28.432065289816087,19.425765437772597,17.4530339145726,11.709157464113002,14.67194541293867,25.662256349835957
27.525076474016274,68.038197836113,96.65508697835432,90.75226606020449,42.19021887156087,59.97581864319914,21.422017967776434,16.3870175199327,13.956264685204532,16.91875020905253,16.067952314048068,25.407735043363186
49.73236886594045,49.81516594452541,53.453951010742166,148.16000501800133,75.98036765630158,30.62962798984193,22.113653784440686,13.721708178156725,13.88764032988713,11.194044502123935,13.589890879472575,36.95476418141108
36.99329542428855,139.81289871281317,30.867104022290462,84.46862138848981,35.98966248001899,16.06905391867493,29.828954841089683,15.269342913884937,15.511067983644514,9.790417253346895,17.325597945435653,23.223255072933856
49.71161587035327,67.63941436333008,258.3259516381022,58.55507986428188,80.77014174365566,21.744589353201015,25.62463116590216,12.108107057764325,13.977171303323257,12.666226602863642,11.376555507025646,23.9263539207551
72.24722756981073,85.6332137324165,70.22629497193444,80.1562132759862,79.9422493109599,38.630325267011344,19.925790732924042,17.699211857490447,13.403565088509088,13.672431717741922,19.461187697159367,51.350322130360226
27.488641850611934,85.54614318828938,159.71083388843797,66.74584083918688,58.51032489362079,28.649691693518232,22.217431657263372,13.016775041044289,15.55217466121643,13.390659015488797,20.925123459159416,20.95978206262208
36.11823281251554,88.11602898282992,143.09992388041624,81.42642277501871,59.46617927766838,90.2552337547348,23.447792360326414,15.992914114304137,7.7335701676082715,9.852574461795868,19.10457683468882,36.81506587522882
48.48651347032019,96.4873715558977,108.8380780129728,70.49810639205162,42.93732742838359,55.030087711586766,19.67581633103501,15.34572654316639,9.4714814574329,12.979667831524008,18.01105159481825,12.435204809344013
31.429599704557237,47.418742987583094,90.00576767267505,101.61920219311827,68.21505860464049,48.68464499613206,24.96512199232838,13.691306162203057,10.999501427066468,13.117031860925787,17.921054714739437,28.042557949287946
32.30090051647482,76.39976398264919,154.80431215784012,85.17407382397093,65.85744037973309,42.70117016000819,23.738301132167035,16.429625202088225,15.066104426614908,13.383359144196064,19.105817847485934,45.40026721974558
72.08038376926943,62.64545781314308,61.881469325625886,58.85012113806017,74.67190823463363,41.249441532582296,28.152649861108294,16.318028603199313,7.448357601931452,9.817864383791695,12.461443843453686,30.106062306538238
34.600871219461276,55.60140281838319,104.75030992128733,79.96209735629674,77.14787328134167,45.73640687127496,27.619767613214098,17.232549766434797,12.604205490543885,16.410667228158715,10.37591939111748,34.00466037595362
55.098373155542596,105.88097776476039,133.869618906977,45.683123421665854,61.77162705569285,28.80142339735381,23.21472755080897,18.40899315629355,17.856631116266247,16.747359725497915,14.58713994930471,34.35580426600213
33.90533483005195,104.69834254601413,99.35064027892906,84.79627782275105,52.98026195303762,32.474359200126976,22.128302673288403,11.649468497712306,11.72796318897783,11.176249584340832,17.738145608313374,32.79931604832369
52.33199180549181,154.60605400495498,41.808020488494954,86.99515875865224,70.64368548385093,30.405894928237494,20.315437090924668,13.07018144915264,14.179607078663485,11.665072872670947,17.802664429824198,35.4674676285118
136.69230369539224,78.93650113904121,88.87674947604134,84.66423068308089,30.666076261281955,30.15880577196306,26.63005615199571,17.642802556563584,13.583661332526004,11.685970413280824,23.76531590078585,19.433019651608465
36.11837641036962,78.78973797076384,42.21232333788678,104.31952299911569,50.080650809256255,31.933787309017813,30.625946177318852,21.223890420167603,14.221535243788603,10.06420262596698,21.947674956187083,23.97852164422719
31.377678625277344,102.0947632678619,67.60369054334093,112.543025743516,55.641435942839514,21.677711746702215,22.337019548755666,11.111627251417328,10.454014068921918,15.754434059340769,14.031194915257762,16.98175994949497
46.77450987341309,43.855134807698995,90.06181815357165,87.62358067715527,54.63623375661912,30.939083155297794,15.691705512892687,16.736133959218886,8.525081867015121,19.936687669939495,16.828044453902862,16.002297354187387
54.165071453033306,60.325508196422255,107.2402800341783,52.022237019431465,61.85796071215682,36.229485408825006,23.63988733781897,16.177516888438397,17.86310701899565,12.636213167530205,16.229683689872193,21.43112045154602
45.04321286355242,89.81562120908053,127.01083667951703,79.36204990944455,51.04927957347713,36.05136160295331,19.469768717329668,20.68708957178821,12.469937418004442,12.553121016011103,22.434552401493253,30.855334201559742
33.04636717712907,89.66337811424683,64.69379093370756,54.979835360230645,68.1984915950325,45.895360590115914,19.834753405778653,16.235650620115123,14.733286752861508,14.750581382870754,17.169783506961778,15.300867435472185
48.53517319544292,73.30370454130737,67.61674427656499,79.02344345089301,51.09090878137055,32.506785170888186,21.665172410636284,17.977617084706612,16.77124348125024,12.649552386287263,14.174367645500626,22.78277178531004
51.14513988298112,96.6063429645196,73.60025040932786,74.62939839936892,62.06806447605733,29.472338422977675,23.444400689434833,14.881374801364457,10.94222295510065,16.356549022267743,16.217074381128707,16.87375149191551
34.70626980228796,59.75696131816271,58.551419553356205,55.76769998835547,53.95810898273557,41.84726339302242,24.25570903252677,15.210649726446842,14.30376698884756,10.582261118078673,14.446269584127796,34.95091169957649
24.5412209172312,45.75014868391009,57.36470378870181,96.51908071770211,77.95593668011422,56.154257000097964,17.52902612712398,18.356202054423168,12.093034883907999,16.805336865583914,19.29579559662681,22.951506695983507
27.74769141024277,66.26460621597438,86.62891411784331,58.96646736668511,56.08344495648314,32.064268766554484,17.713610008620172,20.778021160479963,13.93882920225866,10.999997561316269,12.943792949731542,30.44470078266985
60.466705089986334,51.261951070323505,91.17806994828973,67.25588209740744,86.55178000412633,25.57003398001558,21.485954353230568,12.224982528624412,20.2831319735393,8.397232671811404,12.538115426361413,37.24688687095355
36.11039327570599,101.73808624617055,45.9107997298785,80.35042336841018,77.67800539603019,38.46703377471829,23.38714794690951,16.803192383631178,14.313648962786896,12.301847183581252,18.96648791694553,16.616138908525834
56.8969259627066,76.39087380565502,180.8996859684565,82.94093652549006,61.415469700266065,24.076140300272655,31.013097237474607,17.64249327189895,17.654500583036462,14.178004262682787,14.507859617551706,25.334223913773833
39.025684797086946,88.86881371381043,82.14963504647798,77.10034704988244,50.2617513200239,24.071738637979315,19.905625536665973,18.137688272688358,14.951953910128575,15.113484419835178,14.948796877690473,21.244170177637773
48.216805083928804,122.43768983039563,58.653774333197404,92.62133797648669,36.846958215738205,31.132614999001895,24.187852683089243,16.64464655532416,15.349707557841697,12.968048642824558,16.463674958400652,12.263024474630528
35.688174168472116,113.25279129312422,116.87192072040537,105.68636105030585,67.61824998122466,28.357377328406184,20.722351652419356,12.832616869427074,11.730099728948243,11.562791578750726,18.640224378381667,14.521766641390206
18.03203948173368,120.26747247253901,80.08617438398595,46.35678245906065,70.30720263442662,36.1171607390405,16.471844726613988,16.91347899315367,12.794192240136688,15.289799463891558,15.340500825770402,24.08505674971204
44.96388338882911,84.88708078841154,29.603073641697936,108.6169806039606,89.12612951114141,23.003592709290324,21.95016919907214,20.283545468214133,11.145589824593081,11.219391563739537,13.652532829676819,40.86695919692015
55.33483849063914,91.04502371708249,73.09448269110304,85.42533254828577,62.85912365480636,33.700943938802084,16.736870849383312,10.362560961748649,15.027763825952043,10.046383487821691,10.555791820678277,15.092454409679293
68.66381180508408,177.31599023370168,92.5856293856806,132.47896910552706,82.3763834846728,33.82571545875842,29.151482617396315,14.861349085202376,15.101593305490677,13.283465297904678,13.983155240113224,16.6564884395838
68.13713515716636,51.450801290665176,110.21936129139004,76.12895319029874,104.22851184220389,28.74882381514765,23.499294983141983,23.99902940849505,10.670843274124518,15.208355940288062,16.848881277795126,17.705859582458583
29.08185201957969,61.69989260130257,71.76337633739121,119.33120757431793,71.16637604840554,20.59689321839783,25.727368182283673,14.790338352774677,11.140611836308556,11.189035163431509,18.08713275679215,16.85616856894206
90.41203774161123,92.77478716425753,123.99883852869588,58.70361029993403,64.91600943130966,33.83333873102679,17.793098598404008,19.90695135963187,11.895569060354992,14.018823750388375,20.89794907528395,18.52528915454386
44.80300824068627,65.50913686307564,62.53927092709665,97.30810796116441,37.112479008908004,34.82441939486173,19.292303112866126,15.710681113888564,15.322259543156015,11.995192667600737,16.716369892816093,21.130282007491335
49.58439509306498,80.02801149892282,65.93395866248652,88.70977396656546,70.72488499536138,29.23375749171279,22.371840377262295,22.787402633585366,18.88693763110274,14.940983675887061,24.67277159050216,21.027019889208507
51.18149613391663,76.62377359911154,71.06987365946446,109.49926816950578,46.148840306153616,29.048984219119077,28.60248872857928,16.15195175004434,15.099615694605914,15.557297669426571,10.287197835515716,29.96987447533279
25.52843912554115,82.99797862911007,82.27149787352572,59.661596046154386,41.82211370535286,23.782664485882044,32.284927451606684,18.007401506802157,18.960961626095866,10.80602119791948,17.728797132510124,24.798286476551283
34.65271621552603,49.18334578650147,76.31715862784334,72.36114885363114,56.95065917521205,36.21068038783906,30.425949637203416,19.12841093171671,15.443050714228779,10.604201070246418,16.442674051716324,20.69687755040685
63.093815262942286,67.31683722379358,94.06376520104226,49.144675753370514,54.79533585033659,26.351003232554234,23.270820933953516,17.798946689202776,8.892258348243075,17.79879171403719,20.832672969381882,26.523192761408076
39.29996793986917,125.8643636859662,96.53711282795436,79.29018655770952,52.48892555436278,58.462253604474505,26.883118296875566,12.382537103127639,8.271418509757279,10.631312126684316,11.321588972250355,39.91331523760584
37.23291044558555,53.702333833882754,68.16632633461082,65.28922368153775,49.04889472855529,32.92683637243784,17.400883772385956,13.143877124117507,26.08483349705491,13.540573862165488,16.69935561126576,33.68709169715324
36.81630859109294,73.12583211518843,70.76857852938149,57.69761674966427,74.94547642430706,58.79110394846561,16.036842066355092,14.651006798087568,14.48800377330943,13.171523846303351,13.983368632956882,24.197298564764736
25.557637271479365,78.89149374089224,136.299490008165,90.46253737386016,73.02592786346334,34.359258131186216,23.39814084155492,15.473603392407336,16.96308154874015,11.431616081484508,12.521973332741007,32.298620794031216
26.858558391752727,47.037420590093156,87.81914852416888,59.92082000506888,72.01872033073954,60.62059278861669,32.30548923409047,14.779627276457646,17.770108641049152,12.279976246980608,17.658735350120548,21.12273829880299
48.819639855256625,102.77032470111642,34.01582520300079,95.90744182655665,60.60352497744907,21.669945165992488,20.283780218937366,13.784475725263858,15.25362791079182,11.766763934998137,16.170184681381077,23.480267637683617
48.36218800523579,88.35514366368726,51.76760128003033,97.42572280612728,41.38975414675067,30.40094278451436,17.4288376003283,20.720893488694205,14.620243822217512,12.015088798028465,16.199950073766875,40.16161393418003
54.54002733778621,108.4662022530868,67.34811789133748,91.76753612950975,106.3046532829931,29.630537368630677,19.656229045234276,14.996970791562019,14.412937142548515,14.722697605544461,15.777608220411041,19.49524578036068
46.769270919836316,83.10390528170792,199.92835110737255,102.87320118288496,111.49054360404658,30.377695175030215,19.833800190727974,12.93778466650798,13.927833964110567,14.009757154807104,16.15182112004104,28.197927146284208
29.35109058449034,68.10446323756004,81.8692491986101,111.61210108814853,65.00347525781221,36.50409371122333,19.825977832105558,22.920558105571118,15.927068640775046,17.36327961361836,12.325127158672878,37.14670900569656
37.523946795220624,89.25794703804318,100.67413991149257,146.15710767342497,54.88182552589663,63.55478671062834,19.63104168364591,16.737656596710593,11.872026139105705,11.348866108574889,17.37028128073066,33.59343648638317
36.014324676821055,63.894597078763425,85.04809980568437,69.95192985556419,61.48222863111451,29.631861780146366,12.238383762310335,14.01202090517552,18.288008716863338,13.855668757613369,12.200797254342271,16.77306392925324
23.141072525308562,94.73406728468412,77.55714052930405,71.78693046313938,52.08927867562281,49.78386356726856,18.316410981388483,12.077991245944578,13.173307265491447,15.842527747272605,17.151081508576908,30.97828437120223
35.94582997768342,45.848242596249904,138.35744437929418,119.98203948986142,57.01402526890005,50.83120241077578,19.379625619567832,13.699576000593172,15.322699680601936,11.868624651095484,19.450068988814234,19.32762710246337
47.9419056661336,97.17086149048025,106.32749236328505,81.49601049721184,50.21130568013306,36.340552003300694,21.848518850098163,11.452451952349309,14.259067684812363,13.391951675393614,17.5905980103133,31.690133659395666
38.419423738774896,100.09097742509734,52.28847311201891,86.79154914331372,38.39165592823539,41.26220659858011,20.628247561988506,17.50816068986004,9.064544457023752,13.199449527421855,18.1747097616499,23.074773278531666
58.47344939176581,109.56074619726286,49.1874014627699,55.78864477480182,50.759149043006595,40.83752890877446,13.718896786559492,12.984250204378052,10.563785592203482,13.822875545291629,16.33048618605413,18.862369048140916
33.832421023727164,58.30500256089717,165.90466419986672,99.65827472419468,87.10036409053305,37.60753768373703,23.00215363233514,16.180421331591813,10.712979977312209,13.773927091598887,17.46170747096678,20.443795041857527
